Page Title,UI Component Name,Function description,Tshirt Sizing,Number of occurrences,Complexity justification,Page URL,Source block name,Variation type,Other remarks
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 6,"Major content region in main (div). Preview: .abbv-image-text-v1-565693485-large { display: inline-block; } Established, evidence-based dosing Proven 200-Unit dose a…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,main_region_6,default,templateIds: tpl_10
Adult OAB Due to a Neurologic Condition | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-ndo,site_footer,default,templateIds: tpl_10
MAXEdGE | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/maxedge,header_chrome,default,templateIds: tpl_11
MAXEdGE | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: MAXEdGETM—an extensive program developed specifically for APPs looking to advance expertise in Chronic Migraine patient …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/maxedge,main_region_0,default,templateIds: tpl_11
MAXEdGE | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/maxedge,site_footer,default,templateIds: tpl_11
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,header_chrome,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: BOTOX® Services Tools to manage your BOTOX® practice are just a click away.…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,main_region_0,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,"Major content region in main (div). Preview: ORDER BOTOX ® Allergan Direct® Purchase BOTOX®, pay bills, and access detailed reports. GO TO ALLERGAN DIRECT®…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,main_region_1,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: MANAGE REIMBURSEMENT BOTOX ONE® Your one source for BOTOX® access, approval, and acquisition. MANAGE REIMBURSEMENT…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,main_region_2,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: REFER TO AN INJECTOR Find a BOTOX® Specialist Use this tool to find a BOTOX® injector for your patients. USE THE TOOL…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,main_region_3,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 4,Major content region in main (div). Preview: Assistance from AbbVie experts Get in touch with a BOTOX® Account Specialist to answer any questions you may have. Once …,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,main_region_4,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: BOTOX ONE®: your personalized gateway to an ever-expanding suite of practice resources Robust suite of tools, resources,…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,columns,default,templateIds: tpl_12
BOTOX® Services | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/botox-services,site_footer,default,templateIds: tpl_12
Online Training | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/online-training,header_chrome,default,templateIds: tpl_13
Online Training | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,"Major content region in main (div). Preview: DISCOVER BOTOX ONE® ONLINE TRAINING Access interactive modules, videos, and more—anytime. Create an Account or Sign In t…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/online-training,columns,default,templateIds: tpl_13
Online Training | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 1,"Major content region in main (div). Preview: Your Gateway to BOTOX® Education BOTOX ONE® online training is your digital destination for flexible, on-demand learning…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/online-training,main_region_1,default,templateIds: tpl_13
Online Training | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,"Major content region in main (div). Preview: Built for You and Your Office Staff All you need is a BOTOX ONE® account. Once registered and signed in, you’ll have acc…",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/online-training,main_region_2,default,templateIds: tpl_13
Online Training | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 3,Major content region in main (div). Preview: Create Your Account or Log in to Get Started Register for BOTOX ONE® Sign In and Explore BOTOX ONE® Online Training is a…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/online-training,main_region_3,default,templateIds: tpl_13
Online Training | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/online-training,site_footer,default,templateIds: tpl_13
Practice Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/practice-resources,header_chrome,default,templateIds: tpl_14
Practice Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: window.coveosearch={ coveoHostedSearchPageId:'21156d4b-eaed-41cb-841e-29e2e263e634' }…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/practice-resources,columns,default,templateIds: tpl_14
Practice Resources | BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/practice-resources,site_footer,default,templateIds: tpl_14
Pediatric Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/patient-id,header_chrome,default,templateIds: tpl_15
Pediatric Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Pediatric Spasticity Pediatric Spasticity Patient ID Efficacy Safety Dosing and Administration Resources Hidden Link Lis…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/patient-id,main_region_0,default,templateIds: tpl_15
Pediatric Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: The most common cause of Pediatric Spasticity is cerebral palsy1 Cerebral palsy can be described by the part of the body…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/patient-id,columns,default,templateIds: tpl_15
Pediatric Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site footer,"Footer links, legal, social, and ancillary navigation.",M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/pediatric-spasticity/patient-id,site_footer,default,templateIds: tpl_15
Adult Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),Site header,Combined header region (utility + navigation if not split).,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/patient-id,header_chrome,default,templateIds: tpl_16
Adult Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 0,Major content region in main (div). Preview: Adult Spasticity Adult Spasticity Patient ID Efficacy Safety Dosing and Administration Resources BOTOX® Complete Program…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/patient-id,main_region_0,default,templateIds: tpl_16
Adult Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),columns,Major content region in main (div). Preview: Are your Adult Spasticity patients ready for a different type of treatment? Do you see patients like these? a Not meetin…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/patient-id,columns,default,templateIds: tpl_16
Adult Spasticity - Patient Identification| BOTOX ONE® | BOTOX® (onabotulinumtoxinA),main region 2,Major content region in main (div). Preview: Look out for these signs and symptoms to help identify Upper and Lower Limb Spasticity…,M,1,"No LLM mapping run. Enable credentials for the block-mapping agent, or assign catalog blocks manually using query_aem_blocks_catalog / MCP list_blocks.",https://www.botoxone.com/adult-spasticity/patient-id,main_region_2,default,templateIds: tpl_16
